zh_name,en_name
虚拟现实乐园,VR Worlds
罗宾逊：旅途,Robinson: The Journey
侍魂6,Samurai Shodown 6
布克苏卡战记2,Bokosuka Wars 2
好声音游戏版,The Voice Video Game
直到黎明：血戮,Until Dawn: Rush of Blood
RIGS：机械化战斗联盟,RIGS: Mechanized Combat League
蝙蝠侠：重返阿卡姆,Batman: Return to Arkham
蝙蝠侠：阿卡姆VR,Batman Arkham VR
夏日课堂,Summer Lesson
驾驶俱乐部,DriveClub
谎言凶间,Here They Lie
王牌香蕉,Ace Banana
热血高校：燃烧边缘,Crows: Burning Edge
偶像大师：灰姑娘女孩VR版,The Idolmaster: Cinderella Girls Viewing Revolution
过山车大亨：梦想,Rollercoaster Dreams
小龙斯派罗：幻想者,Skylanders: Imaginators
锂：病囚39号,Lithium: Inmate 39
伦敦劫案,The London Heist
摩登僵尸出租车公司,Modern Zombie Taxi Co
终极战区：重制版,Battlezone
女神异闻录5,Persona 5
弗吉尼亚,Virginia
国王传说：最终幻想15,A King’s Tale: Final Fantasy XV
明日之子,The Tomorrow Children
蝙蝠侠：阿甘骑士年度版,Batman: Arkham Knight Game of The Year Edition
北美职业冰球17,NHL17
嗓力全开,Just Sing
独立游戏收藏集: Vol.3,Instant Indie Collection: Vol.3
Bound：王国的碎片,Bound
初音未来：歌姬计划X,Hatsune Miku: Project Diva X
战国BASARA：真田幸村传,Sengoku Basara: Sanada Yukimura den
真三国无双：英杰传,Dynasty Warriors: Eiketsuden
魂斗罗,Contra
麦登橄榄球17,Madden NFL 17
风险：都市突击,Risk - Urban Assault
捉猴啦2,Ape Escape 2
四边幻想,Four Sided Fantasy
舞之灵,Bound
偶像大师：白金星光,The Idolmaster: Platinum Stars
真流行之神2,Shin hayarigami 2
战士帮,The Warriors
格兰蒂亚3,Grandia 3
初音未来：歌姬计划Future Tone,Hatsune Miku Project Diva Future Tone
超级机器人大战OG：月球居民,Super Robot Wars OG: The Moon Dwellers
危险高尔夫,Dangerous Golf
卡里古拉,Caligula
夺宝联盟,Pirates：Treasure Hunters
野兽之影,Shadow of the Beast
侠盗银河,Rogue Galaxy
荒野兵器3,Wild Arms 3
瑞奇与叮当,Ratchet & Clank
异化,Alienation
死星,DEAD STAR
实况力量棒球：特殊成就,Jikkyou Powerful Pro Yakyuu - Success Special
高达破坏者3,Gundam Breaker 3
星之海洋5：忠诚与背叛,Star Ocean: Integrity and Faithlessness
召唤之夜6,Summon Night 6
鲤,KOI
美国职业棒球大联盟16,MLB The Show 16
假面骑士：斗骑大战创生,Kamen Rider: Battride War Genesis
执事选择公主之时,Shitsuji ga Aruji o Erabu Toki
奥丁领域：里普特拉西尔,Odin's Sphere: Leifdrasir
硬体：宿敌,Hardware: Rivals
生化危机：起源合集,Resident Evil: Origins Collection
振幅,Amplitude
黑暗编年史2,Dark Cloud 2
妖精战士：精灵的黄昏,Arc the Lad: End of Darkness
男孩与狗,Dogchild
重力眩晕,Gravity Rush
胖公主历险记,Fat Princess Adventures
乔乔奇妙冒险：天堂之眼,JoJo's Bizarre Adventure: Eyes of Heaven
电击文库：格斗巅峰,Dengeki Bunko Fighting Climax
生存档案：空之彼方,Exist Archive: The Other Side of the Sky
黑暗编年史,Dark Cloud
独立游戏收藏集: Vol.2,Instant Indie Collection: Vol.2
星际战甲主机版,Warframe Console
血源,BloodBorne
妖精剑士F：邪神降临,Fairy Fencer F: Advent Dark Force
数码宝贝故事：赛博侦探,Digimon Story：Cyber Sleuth
圣王国,Grand Kingdom
魔都红色幽击队,Tokyo Twilight Ghost Hunters
神秘海域：德雷克合集,Uncharted: The Nathan Drake Collection
噬神者：复兴,God Eater: Resurrection
舞力全开2016,Just Dance 2016
吉他英雄：现场,Guitar Hero Live
职业农场2016,Professional Farmer 2016
摇滚乐队4,Rock Band 4
折纸世界：拆封,Tearaway Unfolded
三国战纪,Knights of Valour
战国无双4：帝国,Samurai Warriors 4: Empires
乐高：次元,Lego: Dimensions
托尼霍克滑板5,Tony Hawk's Pro Skater 5
小龙斯派罗：超级充能者,Skylanders: SuperChargers
托尼霍克职业滑板5,Tony Hawk's Pro Skater 5
北美职业冰球16,NHL16
独立游戏收藏集: Vol.1,Instant Indie Collection: Vol.1
直到黎明,Until Dawn
羞辱：终极版,Dishonored Definitive Edition
铁拳TAG,Tekken Tag Tournament
麦登橄榄球16,Madden NFL 16
胶囊力量,Capsule Force
战神3重制版,God of War III Remastered
战神3,God of War III
战国BASARA4：皇,Sengoku Basara 4: Sumeragi
哥斯拉VS,Godzilla-VS
台球王,Hustle Kings
不思议编年史：不要回头直到胜利,Fushigi no Chronicle-Furikaerimasen Katsu Madewa
超级爆破动物园,Super Exploding Zoo
Jump全明星乱斗+,J-STARS Victory VS +
夏色高校：青春白皮书,Nairo High School: Seishun Hakujo
不可思议的幻想乡,Fushigi no Gensoukyou: The Tower of Desire
小小白日梦,One Tap Hero
美国职业棒球大联盟15,MLB The Show 15
教团：1886,The Order：1886
狗仔队,Paparazzi
最后的地平线,Final Horizon
战极姬5：斩断战祸霸王的系谱,Sengoku Hime 5: Senka Tatsu Haou no Keifu
劫掠者,Raiders 5
小小大星球3,Little Big Planet 3
疯兔入侵,Rabbids Invasion
纳米突击Neo-X,Nano Assault Neo-X
THE麻雀,The Mahjong
幻幻球2,Peggle 2
舞力全开2015,Just Dance 2015
逆光追影,One Upon Light
歌星：终极聚会,SingStar: Ultimate Party
小龙斯派罗：诱捕小队,Skylanders: Trap Team
咯咯哒大乱斗,Fluster Cluck
战国无双4,Samurai Warriors 4
北美职业冰球15,NHL15
声名狼藉：破晓,inFamous：First Light
新寂静岭,Silent Hills
麦登橄榄球15,Madden NFL 15
阿格斯战士,Rygar
最后生还者,The Last of Us
墨西哥英雄大混战：超级漩涡冠军版,Guacamelee: Super Turbo Championship Edition
灵魂交织,Entwined
终极格斗冠军,EA Sports UFC
百战天虫：战场,Worms Battlegrounds
自然法则,NAtURAL DOCtRINE
美国职业棒球大联盟2K14,MLB 14 The Show
巨大损伤HD,Cel Damage HD
声名狼藉：私生子,inFamous：Second Son
如龙：维新,Yakuza: Ishin
鬼斩,Onigiri
梦幻俱乐部：舞台少女,Dream Club: Host Girls on Stage
非常E麻雀,Tottemo E Mahjong Plus
古墓丽影：决定版,Tomb Raider: Definitive Edition
Zen弹珠台2,Zen Pinball 2
逃脱计划,Escape Plan
心跳宇宙,Doki-Doki Universe
纳克的大冒险,Knack
杀戮地带：暗影坠落,Killzone: Shadow Fall
声音与形态,Sound Shapes
光电战机,Resogun
流,flOw
纯粹国际象棋,Pure Chess
机器人小队模拟器 X,Robot Squad Simulator X
银河控制：竞技场,Galaxy Control: Arena
龙坠：传奇的后裔,Dragon Sinker: Descendants of Legend
体感碰碰球2,Boom Ball 2 for Kinect
环法自行车赛 2019,Tour de France 2019
体感节奏战,Beat Splosion
体感章鱼,Squid Hero
魔卡幻想,Lies of Astaroth
荒野大镖客,Red Dead Revolver
体感功夫,Kung-Fu for Kinect
无尽之剑：命运,Infinity Blade: Destiny
光环5：守护者,Halo 5: Guardians
极限竞速6,Forza Motorsport 6
秘密基地建设x龙之子传说,Azito x Tatsunoko Legends
台球国度 FX,Pool Nation FX
胡闹西游,Westward Journey
尖叫之旅,Scream Ride
塑身,Shape Up
体感碰碰球,Boom Ball for Kinect
杀手学堂：第二季,Killer Instinct: Season 2
幻想曲：音乐进化,Fantasia: Music Evolved
极限竞速：地平线2,Forza Horizon 2
舞动全身：夺目焦点,Dance Central：Spotlight
Kinect体育竞技,Kinect Sports Rivals
力量明星高尔夫,Powerstar Golf
极限竞速5,Forza Motorsport 5
格斗之心,Fighter Within
火影忍者疾风传：究极忍者风暴2,Naruto Shippuden: Ultimate Ninja Storm 2
战地双雄,Army of Two
合金弹头5,Metal Slug 5
合金弹头4,Metal Slug 4
旅人的紫阳,Wayfarer Of Hydrangea
饿狼传说：狼之城,FATAL FURY:City of the Wolves
百日战纪：最终防卫学园,The Hundred Line -Last Defense Academy-
幻想水浒传1&2复刻版,Suikoden I&II HD Remaster
优米雅的炼金工房：追忆之炼金术士与幻创之地,Atelier Yumia: The Alchemist of Memories & the Envisioned Land
噬光行者,Light Devourer
噩梦出口,The Exit of Nightmare
文明7,Sid Meier's Civilization VII
天国：拯救2,Kingdom Come: Deliverance II
铁尾传奇2,Tails of Iron 2: Whiskers of Winter
星舰铳犬 太阳系物语,Stories from Sol Part 1: The Gun-Dog
都市传说解体中心,Urban Myth Dissolution Center
狼人之影,Shadows of the Werewolf
人类终结之日：2074,Human Beings' Extinction Day: 2074
東方资志疏,Immortal Immanuel
铁路物语,Iron Roads
守望联盟,Over Heroes
贪婪留在家里,Greed Stays Home
海岛守护者,Island Keeper
夺宝奇兵：古老之圈,Indiana Jones and the Great Circle
漫威争锋,Marvel Rivals
妖精的尾巴2,FAIRY TAIL 2
道格拉斯警督的日记,Inspector Douglas's Diary
Ai 爱,Ai Love
乔甜和她的闺蜜们,Lust Sisters
孙美琪疑案 2024,MeiQi 2024
2025年新年模拟器,New Year Simulator 2025
龙腾世纪4：影障守护者,Dragon Age:The Veilguard
流放之路2,Path of Exile 2
欢欣森活,Mirthwood
太鼓之达人 咚咚雷音祭,Taiko no Tatsujin: Rhythm Festival
魔女和学生会,Witch and Council
王国战争模拟器,Warlords Battle Simulator
酒馆带老板,Tavern Keeper
狄拉克之海,Ripple In Dirac Sea
谁是中之人,The Real Faces of Vtuber
元素与构筑,Elements and build
终焉计划：末世,Annihilation Plan
这个游戏在试图杀死我吗？,Is This Game Trying To Kill Me?
幼兽帕帕,Alfons World
身为小丑的我怎么可能和美少女一起打牌,How Can a Joker Like Me Play Cards with a Beautiful Girl
灾变前夜,Dread Dawn
直到黎明：复刻版,UNTIL DOWN RE
火湖,SULFUR
无名九使：觉醒,UNKNOWN 9:AWAKENING
克苏鲁信徒,Worshippers of Cthulhu
浪漫沙加2：七英雄的复仇,Romancing SaGa 2: Revenge of the Seven
射戮骑士,KILL KNIGHT
公会传说：遗落的世界,Guild Saga: Vanished Worlds
规则怪谈：盛崖小区,Rule Strange Talk: Shengya Community
创伤之后,Post Trauma
历史时代3,Age of History 3
命运游戏,Game Of Fate
铁路公司2,Railroad Corporation 2
最后的瘟疫：枯萎,The Last Plague: Blight
漫游者：命运碎片,Wanderer: The Fragments of Fate
崛起力量: 测试英雄,Arisen Force: HeroTest
钟楼惊魂：昔日重现,Clock Tower:Rewind
乐高哈利波特合集,LEGO® Harry Potter Collection
海绵宝宝：派大星游戏,SpongeBob SquarePants:The Patrick Star Game
刻印战记2：七圣英雄,Countermark2 Saga: Seven Sacred Heroes
知音冢,Mound of Music
村希英雄传,Village Heros
千丝万缕 蟠之章,BAN: The Prologue of GUCHA GUCHA
原点计划：血肉工匠,Bioweaver
回收中心模拟器,Recycling Center Simulator
天呐！我该怎么选？,Oh My Goddess!
芭比：友谊计划,Barbie Project Friendship
逗比危机,Bakahazard
尼克儿童派对冒险,Nick Jr. Party Adventure
混沌之熵,Chaos Entropy
黄泉路探险队,Necro Story
威梅尔学院,Whimel Academy
鲤氏奇人异闻录,The Strange Stories of Li
武道传说,League of Fighters
煎饼巡逻队,Pancake Patrol
库鲁,KURU
我心江湖,woxinjianghu
冰封世界,Ice World
防御魔像,Defense Golem
8号机库,HANGAR 8
遗忘之丘：衣橱,Forgotten Hill: The Wardrobe
网约车司机模拟器,Ride Hailing Simulator
近畿霊務局,Kinki Spiritual Affairs Bureau
水浒群侠传,The Legend of the Heroes of the Water Margin
三角洲行动,Delta Force
林间小世界,Tiny Glade
卡牌店模拟器,TCG Card Shop Simulator
刀剑江湖路,Path of Kung Fu
勇敢小骑士,The Plucky Squire
疯狂手机大亨,Mad Smartphone Tycoon
超级键盘侠,Meme Mayhem
勇者斗恶龙怪物仙境3,DRAGON QUEST MONSTERS: The Dark Prince
黄油猫,Cato
传说酒馆,Ale & Tale Tavern
后室录像带,Backrooms Media
矮人探险公司,EcoGnomix
就是个去月球系列海滩特别篇,Just A To the Moon Series Beach Episode
星际卡车司机,Star Trucker
约会大作战：莲反乌托邦,Date A Live:Hachisu Dystopia
卫国战争,The Patriotic War
苏美尔六人组,Sumerian Six
骰号玩家,Dice Player One
钻核公司,Drill Core
异星装置：阿特拉斯,Machinika:Atlas
漫威vs卡普空格斗合集,Marvel vs Capcom Fighting Collection
布鲁姆镇：另一段故事,Bloomtown:A Different Story
最终的僵尸防御2,Ultimate Zombie Defense 2
幻耀的羽毛,Mirage Feathers
无名者：屠龙,The Nameless:Slay Dragon
七键骑士,RP7
猫神牧场,Cat God Ranch
伽尔兰特：我的冒险故事,Garlant: My Story
理智边缘,Edge of Sanity
你的眼眸命中我心头,Kimi no Hitomi ni Hit Me
硅心_AI少女情人梦,Silicon Heart_AI Girl Lovestory
战盟桌面精灵,ZM Desktop Elf
我是你的野兽,I Am Your Beast
动物海湾,Critter Cove
钥匙柜：回合制赛博朋克动作,Keylocker | Turn Based Cyberpunk Action
缄默祸运,Mouthwashing
不洁气息,Pneumata
Fera：破碎部落,Fera:The Sundered Tribes
羽袈流,BAKERU
模拟火车世界5,Train Sim World 5
奈米使徒计划,NanoApostle
幽冥之王,Necroking
女巫的花园生活,Garden Witch Life
小球快滚,Balling Up
三国志霸业天下,Sanguozhi bayetianxia
恐怖改造家,Terrorformer TD
星潜者,Stardiver
拆除与建造3,Demolish & Build 3
去远方,Quyuanfang
冲出盖娅星,Escape Gaia
北海道连续杀人事件 消失在鄂霍次克 ～追忆流冰 流泪人偶～,"The Hokkaido Serial Murder Case The Okhotsk Disappearance ~Memories in Ice, Tearful Figurine~"
杰克与侦探：无声狼人杀,Jack & Detectives - A Silent Social Detection Game -
妖精的尾巴：爆裂沙滩排球,FAIRY TAIL: Beach Volleyball Havoc
经典精英赛车,Classic Racers Elite
动物收容所2：序幕,Animal Shelter 2: Prologue
鼠标指针引擎,Mouse Pointer Engine
咒语旅团,The Spell Brigade
请叫我英雄,Call me Hero
异常1999：沙界,Abnormal1999:The Compass and the Sand
强袭战姬,Strike Buster
吸血鬼：避世-纽约的清算,Vampire: The Masquerade - Reckoning of New York
闻菇而战,Smells Like a Mushroom
一鹅当先,Faaast Penguin
侠落：百花杀尽,Xialuo: Kill All Flowers
三日危情，独家的记忆,exclusive memory
舰队指挥官,Star Conqueror
重装岚影：重生,HSS:Reload
紅衣小女孩 愿,THE TAG-ALONG OBSESSION
小小无常,Little Wu Chang
加州淘金大冒险：重返西部拓荒,California Escapades
Matchbox：飞车大冒险,Matchbox Driving Adventures
林中惊慌,Panic In The Woods
巫师石,Witching Stone
新西游记 奇幻同行,New Journey to the West
芝加哥计划,Chicago Project
重力逃脱,Gravity Escape
幽灵兄弟,The Phantom Fellows
铁路日本！轨道之旅EX 登山电车 小田急箱根篇,Japanese Rail Sim: Hakone Town of Natural Beauty and Hot Springs
爆笑三国,The Hilarious Three Kingdoms
淘气小兵兵：游戏乐园历险记,Rugrats: Adventures in Gameland
云玩家:口口,yun gamer
地下城骑士团：开篇,Final Knight: Prologue
卓柏卡布拉狩猎,Chupacabra Hunt
第9层,Floor 9
离散纪元,The Discrete Era
妮娜诺 : 梦之牧场,Ninano: Dream Ranch
七蛟龙,THE REDSTONE JOB
织谎者,Fraudster
诸神战纪：序章,War of the Gods: Prologue
你将受到约束,You will be cursed
最终战车,Final Tank
异变危机,Mutant Crisis
密市大亨,Mississauga Tycoon
方块战略,Block Strategy
烟硝絮语：灰鹰,Whisper Of The Shade:Gray
懒人也江湖,Lazy people also JiangHu
日本将棋,Shogi
抓娃娃模拟器,Doll Catching Simulator
悟空：猴王西游记,Wukong Monkey King's Journey West
天命三国,The Three Kingdoms of Destiny
狗与哥布林：序章,Dog And Goblin - Prologue
猎人的故事,A Hunter's Tale
恐怖惊魂夜×3 三日月島事件的真相,Kamaitachi Night x 3
孤独监狱,Prison Alone
宇宙鼹鼠,AstroMole
穿越奇迹,Crossing Miracles
打扫你的房间,Clean Your Room
中传有戏,ZhongchuanYouXi
寻根问派,Math Seeker
井底之蛙,A frog in a well
少年亚瑟：西域传说,Arthur and his friends
原生异世界防御：序章,Native Isekai Defense:Prologue
死掉的女儿,The Dead Daughter
取件点模拟器,Delivery Point Simulator
电子心理治疗：愈见群岛,E-Psychotherapy: Healing Islands
多元守卫者,Diverse Defenders
仓鼠球：马铃薯大逃亡,Hamsterball:Potato's Great Escape
VR博物馆,Virtual Heritage Tour: VR Museum Adventure
雨天,Rainy Day
东方奇缘记,Touhou Fantasy
血族崛起,Blood Rising
软糖方块：一款治愈系解谜游戏,Tescaris  -  A Soothing Cute Puzzle Game
六角塔防,Hexa TD
雾之大陆,TheLandOfFog
我的家园,virtual edit
周易六爻占卜游戏,Zhouyi Six Lines Divination Game
海战前线,War Ship Front
线虫,Senchu
我委托了一些狗4,I commissioned some dogs 4
我委托了一些蝴蝶5,I commissioned some butterflies 5
我委托了一些蝴蝶4,I commissioned some butterflies 4
野餐症候群,Picnic Syndrome
太饿了,So Hungry
剑途,Sword Trip
峡谷竞技场,Canyon Arena
时纱长河,River of Time Yarn
圣火喵喵：特遣队,Holy Fire Meow Meow: Special Forces
电竞历史：序章,Esports History: Prologue
三国幸存者,Three Kingdoms Survivor
行星之旅-VR,Planet JourneyVR
我只会法术飞弹,I Only Magic Bullet
MOBA走位训练器,MOBA Dodge Trainer
异星堡垒,Bestion
保护海岛,Protecting the islands
与你响起的乐音,Our DreamMelody
努力，加油！化身西西弗斯,Pushing It! With Sisyphus
生理工程师,PhysioArchitect
仙游物语,Xianyou Wuyu
极彩寿司大战,Proud Tradition VS Crazy Imitation
隐蔽之带,Hidden Pass Skirmishes
一統天下,Three Kingdoms
花样人生模拟器,Colorful Life Simulator
VR钢铁勇士,VR Iron Fist Guardian
天灾：防御,THE TROUBLE:DEFENSE
谧漩星记录,RECORD_DrowsyVortex
躺平世界,Winner In Life
黑神话：悟空 性能测试工具,Black Myth: Wukong Benchmark Tool
护核纪元,Core Keeper
圣剑传说：玛娜幻象,Visions of Mana
失乐星图,Nornium
落日山丘,Sunset Hills
终点站：僵尸幸存者,Terminus: Zombie Survivors
绝影战士,KAGE～Shadow of the Ninja
为主人献上圣罗的甜蜜侍奉,Dreamlike Love with Seira
蒸汽世界大劫掠2,SteamWorld Heist II
黑神话时空,Realm of oblivion
虐杀熔炉：竞技场,KIBORG: Arena
漂流佣兵,Wander Hero
冥界清道夫,Crypt Custodian
谢天谢地您来了！,Thank Goodness You're Here!
战线危机,Frontline Crisis
奥术战团,WARCANA
救国少女之斯娜静歌,Snezhinka:Sentinel Girls2
无尽劫掠,Megaloot
后宫！牧场生活,HAREM！BOKUJO LIFE
黑神话：天堂,Black Myth:Heaven
暗魔领主,DARK LORD
玩具熊的五夜后宫：陷入深渊,Five Nights at Freddy's:Into The Pit
神椿市协奏中,KAMITSUBAKI CITY ENSEMBLE
英雄纹章2,Hero Emblems II
JDM: 黑蝎的崛起,JDM:Rise of the Scorpion
AI萌娘,ChatWaifu
共鸣,ReMix
妖精的尾巴：地下迷城,FAIRY TAIL: DUNGEONS
心动小屋,The Crush House
米卡与魔女之山,Mika and The Witch's Mountain
